"scene_number","scene_heading","motif_id","motif","source_principale","reference_iliade","source_attendue","statut_probable","priorite","raison_entree_audit"
"160","EXT. BEACH ENCAMPMENT - CONTINUOUS","patrocle_armes_achille","Patrocle et les armes d Achille","L'Iliade","Chant XXIV","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"160","EXT. BEACH ENCAMPMENT - CONTINUOUS","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXIV","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"161","INT. AGAMEMNON'S TENT - DAY","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"161","INT. AGAMEMNON'S TENT - DAY","mort_agamemnon","Mort ou destin d Agamemnon","Adaptation CinÃ©ma","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"161","INT. AGAMEMNON'S TENT - DAY","priam_achille_corps_hector","Priam chez Achille et restitution du corps","Adaptation CinÃ©ma","","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"161","INT. AGAMEMNON'S TENT - DAY","querelle_achille_agamemnon","Querelle Achille / Agamemnon","Adaptation CinÃ©ma","","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"162","EXT. CAMPFIRE - DAY","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"162","EXT. CAMPFIRE - DAY","enee","Enee et survivance troyenne","Le Cycle Troyen","","Virgile Eneide / Cycle Troyen","reprise, deplacement ou invention sur fond emprunte","haute","match: AENEAS|ÉNÉE|Enee|Enée|Ene[eé]|Eneide|Virgile"
"162","EXT. CAMPFIRE - DAY","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"163","EXT. AGAMEMNON'S TENT - DAY","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"164","EXT. MAIN SQUARE OF TROY - NIGHT","cheval_troie","Cheval de Troie","L'Iliade","Chant XXIV","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"164","EXT. MAIN SQUARE OF TROY - NIGHT","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant XXIV","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"164","EXT. MAIN SQUARE OF TROY - NIGHT","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","L'Iliade","Chant XXIV","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"164","EXT. MAIN SQUARE OF TROY - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXIV","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"165","EXT. BEACH ENCAMPMENT - NIGHT","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"165","EXT. BEACH ENCAMPMENT - NIGHT","enee","Enee et survivance troyenne","Le Cycle Troyen","","Virgile Eneide / Cycle Troyen","reprise, deplacement ou invention sur fond emprunte","haute","match: AENEAS|ÉNÉE|Enee|Enée|Ene[eé]|Eneide|Virgile"
"165","EXT. BEACH ENCAMPMENT - NIGHT","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"166","EXT. ACHILLES' TENT - LATER","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"166","EXT. ACHILLES' TENT - LATER","noms_secondaires","Noms propres secondaires a verifier","Adaptation CinÃ©ma","","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"166","EXT. ACHILLES' TENT - LATER","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"167","EXT. GUARD TOWER - DAWN","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"167","EXT. GUARD TOWER - DAWN","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"168","EXT. BEACH ENCAMPMENT - DAY","cheval_troie","Cheval de Troie","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"168","EXT. BEACH ENCAMPMENT - DAY","enee","Enee et survivance troyenne","HÃ©ritage GrÃ©co-Romain","","Virgile Eneide / Cycle Troyen","reprise, deplacement ou invention sur fond emprunte","haute","match: AENEAS|ÉNÉE|Enee|Enée|Ene[eé]|Eneide|Virgile"
"168","EXT. BEACH ENCAMPMENT - DAY","femmes_troyennes","Femmes troyennes et captives","HÃ©ritage GrÃ©co-Romain","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"168","EXT. BEACH ENCAMPMENT - DAY","noms_secondaires","Noms propres secondaires a verifier","HÃ©ritage GrÃ©co-Romain","","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"168","EXT. BEACH ENCAMPMENT - DAY","paris_helene_sparte","Paris, Helene et Sparte","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Iliade / Odyssee selon contexte","reprise, deplacement ou invention contradictoire selon scene","haute","match: PARIS|P[âa]ris|HELEN|H[eé]l[eè]ne|SPARTA|Sparte|MENELAUS|M[eé]n[eé]las"
"168","EXT. BEACH ENCAMPMENT - DAY","survie_paris","Survie ou destin de Paris","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / adaptation","invention contradictoire probable","moyenne","match: PARIS|P[âa]ris + survit|survie|fuit|fuite|final|mort|Apollon|Apollo"
"169","EXT. BATTLEFIELD - DAY","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"169","EXT. BATTLEFIELD - DAY","enee","Enee et survivance troyenne","Le Cycle Troyen","","Virgile Eneide / Cycle Troyen","reprise, deplacement ou invention sur fond emprunte","haute","match: AENEAS|ÉNÉE|Enee|Enée|Ene[eé]|Eneide|Virgile"
"170","EXT. GATES OF TROY - DAY","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"170","EXT. GATES OF TROY - DAY","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"171","EXT. MAIN SQUARE OF TROY - DAY","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"171","EXT. MAIN SQUARE OF TROY - DAY","paris_helene_sparte","Paris, Helene et Sparte","Adaptation CinÃ©ma","","Cycle Troyen / Iliade / Odyssee selon contexte","reprise, deplacement ou invention contradictoire selon scene","haute","match: PARIS|P[âa]ris|HELEN|H[eé]l[eè]ne|SPARTA|Sparte|MENELAUS|M[eé]n[eé]las"
"171","EXT. MAIN SQUARE OF TROY - DAY","survie_paris","Survie ou destin de Paris","Adaptation CinÃ©ma","","Cycle Troyen / adaptation","invention contradictoire probable","moyenne","match: PARIS|P[âa]ris + survit|survie|fuit|fuite|final|mort|Apollon|Apollo"
"172","EXT. BEACH ENCAMPMENT - DUSK","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"172","EXT. BEACH ENCAMPMENT - DUSK","femmes_troyennes","Femmes troyennes et captives","Adaptation CinÃ©ma","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"172","EXT. BEACH ENCAMPMENT - DUSK","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"173","EXT. CLIFFS OF HELLESPONT - NIGHT","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"173","EXT. CLIFFS OF HELLESPONT - NIGHT","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"174","EXT. MAIN SQUARE OF TROY - NIGHT","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"174","EXT. MAIN SQUARE OF TROY - NIGHT","femmes_troyennes","Femmes troyennes et captives","Le Cycle Troyen","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"175","EXT. GUARD TOWER - CONTINUOUS","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"175","EXT. GUARD TOWER - CONTINUOUS","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"176","EXT. GATES OF TROY - CONTINUOUS","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"176","EXT. GATES OF TROY - CONTINUOUS","enee","Enee et survivance troyenne","Le Cycle Troyen","","Virgile Eneide / Cycle Troyen","reprise, deplacement ou invention sur fond emprunte","haute","match: AENEAS|ÉNÉE|Enee|Enée|Ene[eé]|Eneide|Virgile"
"177","EXT. PALACE OF TROY - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"178","EXT. TROY - NIGHT","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"179","INT. PRIAM'S MEETING HALL - NIGHT","enee","Enee et survivance troyenne","HÃ©ritage GrÃ©co-Romain","","Virgile Eneide / Cycle Troyen","reprise, deplacement ou invention sur fond emprunte","haute","match: AENEAS|ÉNÉE|Enee|Enée|Ene[eé]|Eneide|Virgile"
"179","INT. PRIAM'S MEETING HALL - NIGHT","sac_chute_troie","Sac et chute de Troie","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"180","EXT. TROJAN ARMORY - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"181","EXT. TROJAN STREETS - NIGHT","femmes_troyennes","Femmes troyennes et captives","Adaptation CinÃ©ma","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"181","EXT. TROJAN STREETS - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"182","INT. PALACE HALLWAYS - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"183","EXT. MAIN SQUARE OF TROY - NIGHT","inventions_geo_politiques","Inventions geographiques ou politiques du film","Adaptation CinÃ©ma","","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"183","EXT. MAIN SQUARE OF TROY - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","Adaptation CinÃ©ma","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"183","EXT. MAIN SQUARE OF TROY - NIGHT","paris_helene_sparte","Paris, Helene et Sparte","Adaptation CinÃ©ma","","Cycle Troyen / Iliade / Odyssee selon contexte","reprise, deplacement ou invention contradictoire selon scene","haute","match: PARIS|P[âa]ris|HELEN|H[eé]l[eè]ne|SPARTA|Sparte|MENELAUS|M[eé]n[eé]las"
"183","EXT. MAIN SQUARE OF TROY - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"184","INT. PARIS'S BEDCHAMBER - NIGHT","duel_paris_menelas","Duel Paris / Menelas","Adaptation CinÃ©ma","","Iliade, Chant III","reprise ou deplacement","haute","match: duel|combat|affronte|MENELAUS|M[eé]n[eé]las + PARIS|P[âa]ris"
"184","INT. PARIS'S BEDCHAMBER - NIGHT","femmes_troyennes","Femmes troyennes et captives","Adaptation CinÃ©ma","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"184","INT. PARIS'S BEDCHAMBER - NIGHT","inventions_geo_politiques","Inventions geographiques ou politiques du film","Adaptation CinÃ©ma","","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"184","INT. PARIS'S BEDCHAMBER - NIGHT","paris_helene_sparte","Paris, Helene et Sparte","Adaptation CinÃ©ma","","Cycle Troyen / Iliade / Odyssee selon contexte","reprise, deplacement ou invention contradictoire selon scene","haute","match: PARIS|P[âa]ris|HELEN|H[eé]l[eè]ne|SPARTA|Sparte|MENELAUS|M[eé]n[eé]las"
"184","INT. PARIS'S BEDCHAMBER - NIGHT","survie_paris","Survie ou destin de Paris","Adaptation CinÃ©ma","","Cycle Troyen / adaptation","invention contradictoire probable","moyenne","match: PARIS|P[âa]ris + survit|survie|fuit|fuite|final|mort|Apollon|Apollo"
"185","EXT. STREETS OF TROY - NIGHT","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"185","EXT. STREETS OF TROY - NIGHT","sac_chute_troie","Sac et chute de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"186","EXT. PALACE GARDEN - NIGHT","femmes_troyennes","Femmes troyennes et captives","Adaptation CinÃ©ma","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"186","EXT. PALACE GARDEN - NIGHT","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","Adaptation CinÃ©ma","","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"186","EXT. PALACE GARDEN - NIGHT","inventions_geo_politiques","Inventions geographiques ou politiques du film","Adaptation CinÃ©ma","","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","enee","Enee et survivance troyenne","HÃ©ritage GrÃ©co-Romain","","Virgile Eneide / Cycle Troyen","reprise, deplacement ou invention sur fond emprunte","haute","match: AENEAS|ÉNÉE|Enee|Enée|Ene[eé]|Eneide|Virgile"
"187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","femmes_troyennes","Femmes troyennes et captives","HÃ©ritage GrÃ©co-Romain","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","inventions_geo_politiques","Inventions geographiques ou politiques du film","HÃ©ritage GrÃ©co-Romain","","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","paris_helene_sparte","Paris, Helene et Sparte","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Iliade / Odyssee selon contexte","reprise, deplacement ou invention contradictoire selon scene","haute","match: PARIS|P[âa]ris|HELEN|H[eé]l[eè]ne|SPARTA|Sparte|MENELAUS|M[eé]n[eé]las"
"187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","sac_chute_troie","Sac et chute de Troie","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","survie_paris","Survie ou destin de Paris","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / adaptation","invention contradictoire probable","moyenne","match: PARIS|P[âa]ris + survit|survie|fuit|fuite|final|mort|Apollon|Apollo"
"188","INT. PALACE OF TROY - NIGHT","briseis","Briseis","Adaptation CinÃ©ma","","Iliade, Chant I / adaptation filmique a verifier","invention contradictoire probable pour la genealogie filmique","haute","match: BRISEIS|Bris[eé]is"
"188","INT. PALACE OF TROY - NIGHT","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"188","INT. PALACE OF TROY - NIGHT","femmes_troyennes","Femmes troyennes et captives","Adaptation CinÃ©ma","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"188","INT. PALACE OF TROY - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"189","EXT. PALACE OF TROY - NIGHT","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"189","EXT. PALACE OF TROY - NIGHT","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"189","EXT. PALACE OF TROY - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","Adaptation CinÃ©ma","","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"189","EXT. PALACE OF TROY - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"190","EXT. PALACE STAIRS - NIGHT","cheval_troie","Cheval de Troie","Le Cycle Troyen","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"190","EXT. PALACE STAIRS - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","Le Cycle Troyen","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"191","INT. PALACE - RECEPTION HALL - NIGHT","noms_secondaires","Noms propres secondaires a verifier","Adaptation CinÃ©ma","","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"191","INT. PALACE - RECEPTION HALL - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"192","INT. MEETING HALL - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","HÃ©ritage GrÃ©co-Romain","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"192","INT. MEETING HALL - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","HÃ©ritage GrÃ©co-Romain","","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
